mscript1	dataset1	taxon1	mscript2	dataset2	taxon2	count
Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	Nosenko2013	nonribosomal_9187_smatrix	Xenoturbella_bocki	1
Nosenko2013	nonribosomal_9187_smatrix	Aphrocallistes_vastus	Nosenko2013	nonribosomal_9187_smatrix	Aphrocallistes_vastus	5
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Acropora_hyacinthus	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Acropora_millepora	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Acropora_palmate	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Allomyces_macrogynus	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Amphimedon_queenslandica	5
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	27
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Branchiostoma_floridae	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Capitella_sp	5
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Capsaspora_owczarzaki	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Carteriospongia_foliascens	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Ciona_intestinalis	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Clytia_hemisphaerica	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Crassostrea_gigas	7
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Crateromorpha_meyeri	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Danio_rerio	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Daphnia_pulex	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Ephydatia_muelleri	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Euprymna_scolopes	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Helobdella_robusta	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Hydra_magnipapillata	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Ixodes_scapularis	5
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Leucetta_chagosensis	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Lubomirskia_baicalensis	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Metridium_senile	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Mnemiopsis_leidyi	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Molgula_tectiformis	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Monosiga_brevicollis	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Monosiga_ovata	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Nasonia_vitripennis	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Nematostella_vectensis	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Oopsacas_minuta	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_carmela	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_lobularis	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_sp	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Pedicellina_cernua	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Petromyzon_marinus	5
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Pleurobrachia_pileus	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Podocoryne_carnea	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Porites	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Proterospongia_sp.	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Saccoglossus_kowalevskii	4
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Scutigera_coleoptrata	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Strongylocentrotus_purpuratus	3
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Suberites_domuncula	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Sycon_ciliatum	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Sycon_raphanus	1
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Trichoplax_adhaerens	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Tubifex_tubifex	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Nosenko2013	nonribosomal_9187_smatrix	Xenoturbella_bocki	2
Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	Simion2017	supermatrix_97sp_401632pos_1719genes	Aplysia_californica	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Acropora_hyacinthus	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Acropora_millepora	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Acropora_palmate	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Amoebidium_parasiticum	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Amphimedon_queenslandica	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	30
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Branchiostoma_floridae	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Capitella_sp	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Capsaspora_owczarzaki	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Carteriospongia_foliascens	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Crassostrea_gigas	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Crateromorpha_meyeri	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Danio_rerio	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Daphnia_pulex	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Ephydatia_muelleri	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Euprymna_scolopes	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Helobdella_robusta	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Ixodes_scapularis	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Leucetta_chagosensis	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Lubomirskia_baicalensis	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Metridium_senile	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Molgula_tectiformis	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Monosiga_brevicollis	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Monosiga_ovata	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Nasonia_vitripennis	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Nematostella_vectensis	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_carmela	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_sp	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Pachydictyum_globosum	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Pedicellina_cernua	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Petromyzon_marinus	3
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Porites	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Saccoglossus_kowalevskii	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Scutigera_coleoptrata	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Sphaeroforma_arctica	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Strongylocentrotus_purpuratus	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Suberites_domuncula	5
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Sycon_ciliatum	2
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Sycon_raphanus	1
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Tethya_wilhelma	4
Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	Nosenko2013	nonribosomal_9187_smatrix	Tubifex_tubifex	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Acropora_hyacinthus	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Acropora_millepora	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Acropora_palmate	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Amphimedon_queenslandica	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Asbestopluma_sp	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	16
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Branchiostoma_floridae	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Capitella_sp	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Carteriospongia_foliascens	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Ciona_intestinalis	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Clytia_hemisphaerica	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Crassostrea_gigas	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Crateromorpha_meyeri	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Danio_rerio	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Daphnia_pulex	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Ephydatia_muelleri	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Euprymna_scolopes	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Helobdella_robusta	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Hydra_magnipapillata	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Hydra_vulgaris	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Hydractinia_echinata	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Ixodes_scapularis	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Leucetta_chagosensis	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Lubomirskia_baicalensis	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Metridium_senile	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Mnemiopsis_leidyi	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Molgula_tectiformis	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Nasonia_vitripennis	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Nematostella_vectensis	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Oopsacas_minuta	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_carmela	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_lobularis	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Oscarella_sp	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Pachydictyum_globosum	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Pedicellina_cernua	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Petromyzon_marinus	3
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Porites	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Saccoglossus_kowalevskii	2
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Scutigera_coleoptrata	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Spizellomyces_punctatus	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Strongylocentrotus_purpuratus	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Suberites_domuncula	4
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Sycon_ciliatum	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Sycon_raphanus	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Tethya_wilhelma	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Tubifex_tubifex	1
Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	Nosenko2013	nonribosomal_9187_smatrix	Xenoturbella_bocki	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Allomyces_macrogynus	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Amphimedon_queenslandica	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	31
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Branchiostoma_floridae	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Capitella_sp	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Capsaspora_owczarzaki	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Carteriospongia_foliascens	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Ciona_intestinalis	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Crassostrea_gigas	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Crateromorpha_meyeri	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Danio_rerio	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Daphnia_pulex	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Euprymna_scolopes	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Helobdella_robusta	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Ixodes_scapularis	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Leucetta_chagosensis	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Metridium_senile	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Mnemiopsis_leidyi	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Molgula_tectiformis	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Nasonia_vitripennis	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Nematostella_vectensis	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Pedicellina_cernua	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Petromyzon_marinus	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Phycomyces_blakesleeanus	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Saccoglossus_kowalevskii	2
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Spizellomyces_punctatus	3
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Suberites_domuncula	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Sycon_ciliatum	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Sycon_raphanus	1
Nosenko2013	nonribosomal_9187_smatrix	Batrachochytrium_dendrobatidis	Nosenko2013	nonribosomal_9187_smatrix	Xenoturbella_bocki	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Acropora_hyacinthus	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Acropora_millepora	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Amphimedon_queenslandica	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Anoplodactylus_eroticus	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Aplysia_californica	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Astrosclera_willeyana	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	28
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Branchiostoma_floridae	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Capitella_sp	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Carteriospongia_foliascens	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Clytia_hemisphaerica	1
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Crassostrea_gigas	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Crateromorpha_meyeri	3
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Danio_rerio	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Daphnia_pulex	3
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Euprymna_scolopes	2
Nosenko2013	nonribosomal_9187_smatrix	Beroe_sp	Nosenko2013	nonribosomal_9187_smatrix	Helobdella_robusta	2
